smiles,solubility,logp
CCc2nnc(NS(=O)(=O)c1ccc(N)cc1)s2,-1.940000,0.900000
ClCCl,-0.630000,1.340000
C1C(=O)C=C2C(C)=CC3C4CCC(C(=O)C)(OC(=O)C)C4(C)CCC3C2(C)C1,-5.350000,4.000000
CCCCC#C,-2.360000,2.520000
OCCCCCCCCCCCC,-4.670000,4.770000
O=C(O)c(c(O)c(cc1I)I)c1,-3.310000,4.580000
O=Cc(cccc1)c1,-1.190000,1.710000
BrC(Br)(Br)Br,-3.140000,2.800000
c1cc(N)ccc1S(=O)(=O)Nc2nc(C)c(C)o2,-2.440000,1.030000
CCCCNCCCC,-1.440000,2.770000
CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n2cncn2,-3.610000,2.940000
CN1C(=O)C=CC=C1,0.960000,-0.050000
c1ccccc1Cl,-2.380000,2.640000
c12ncnc(N)c1ccn2C3OC(CO)C(O)C3(O),-1.950000,-0.560000
Oc(ccc(c1)C(C)(C)C)c1,-2.410000,3.420000
CN(C)C(=O)C(c1ccccc1)c2ccccc2,-2.980000,2.860000
O=C(O)CCCCC,-1.060000,2.050000
C(O)CCCCCCCCCCCCC,-6.050000,5.750000
CCCC(CCC)C(O)=O,-1.860000,2.960000
OC3N=C(c1ccccc1Cl)c2cc(Cl)ccc2NC3=O,-3.600000,2.410000
O=C(CCC(C)C)C,-1.330000,1.660000
c1cccc(Br)c1Br,-3.500000,3.770000
O=C(C(Cc1cc(c(c(c1)I)O)I)N)O,-2.860000,0.570000
N1CCCCC1CC(=O)C,-0.450000,0.540000
c1cc(N)ccc1S(=O)(=O)Nc2nnc(C(C)(C)C)s2,-3.740000,1.770000
c1ccc2Sc3ccc(CC(=O)O)cc3N(C)c2c1,-3.940000,3.810000
CI,-1.000000,1.590000
O=CC=C(CCC=C(C)C)C,-2.060000,3.450000
Oc1c(I)cc(C#N)cc1I,-3.610000,3.940000
OC(=O)c1ccccc1C(F)(F)F,-1.600000,2.490000
c1ccccc1C2(CC=C)C(=O)NC(=O)NC2=O,-2.180000,1.680000
COc2cc(Cc1cnc(N)nc1N)cc(OC)c2OC,-2.860000,0.730000
CCCCC1C(=O)N(N(C1=O)c2ccc(O)cc2)c3ccccc3,-3.730000,3.040000
ClC(Cl)CCC,-2.400000,2.740000
OCc(c(O)ccc1)c1,-0.290000,0.600000
ClCCBr,-1.320000,1.920000
CNC(=O)Oc1ccccc1OC(C)C,-2.050000,1.900000
O=C(OCC)C,-0.040000,0.860000
c1ccccc1N2C(=O)C(N(C)C)=C(C)N2C,-0.630000,0.600000
n(cccc1C(N(CC2)C)C2)c1,0.790000,1.000000
O1C=CC=C1,-0.820000,1.360000
c1cccc(Cl)c1C,-3.520000,3.180000
O=C(C=C(CC1(C)C)C)C1,-1.060000,2.620000
O=C(O)c(c(ccc1)C(=O)O)c1,-2.110000,1.070000
C1C(=O)C=C2CCC3C4CCC(O)(C(=O)COC(=O)CC(C)(C)C)C4(C)CC(O)C3C2(C)C1,-5.510000,4.210000
c1ccccc1C,-2.210000,2.540000
c1cnc2cnc(SC)nc2n1,-2.360000,0.210000
O=C(c(ccc(N)c1)c1)CC,-2.630000,1.250000
O=C(NC(=O)c(c(F)ccc1)c1F)Nc(ccc(c2)Cl)c2,-6.020000,3.590000
O=C(Nc(ccc(c1)OC)c1)C,-1.300000,1.180000
O=N(=O)c(ccc(OC)c1)c1,-2.410000,1.890000
O=C(Nc(cccc1)c1)Nc(cccc2)c2,-3.150000,2.970000
Cc1cc(O)no1,-0.070000,1.030000
c1ccccc1CCl,-2.390000,2.790000
ClC(Cl)=C(c1ccc(Cl)cc1)c2ccc(Cl)cc2,-6.900000,6.000000
c1ccccc1c2cc(Cl)c(Cl)cc2,-6.390000,5.050000
c1ccc2Sc3ccccc3N(CC(C)N(C)C)c2c1,-4.260000,4.490000
O=C(CCCCCC)C,-2.050000,2.220000
O=C1C=C2C(Cl)=CC3C4CCC(C(=O)C)(OC(=O)C)C4(C)CCC3C2(C)C=C1,-4.950000,3.730000
C=C(C)C=C,-2.030000,2.580000
O=C(NC(=O)C(Br)(CC)CC)N,-2.680000,1.520000
CCCCOc2cc(C(=O)NCCN(CC)CC)c1ccccc1n2,-3.700000,4.040000
OC(c(cccc1)c1)C(NC)C,-0.420000,0.680000
OC(C=C)(CCC=C(C)C)C,-1.990000,3.380000
c1cc(N)ccc1C(=O)OCCNCCCCC,-3.270000,2.760000
C1C(O)CC2CC(O)C3C4CCC(C(C)CCC(=O)O)C4(C)CCC3C2(C)C1,-3.820000,5.060000
C1=CSC(CC)=C1,-2.590000,2.850000
C1C(=O)C=C2CCC3C4CCC(C(=O)CO)C4(C5O)CC(O5)C3C2(C)C1,-3.850000,0.550000
c1ccc4c(c1)ccc5c3ccc2ccccc2c3[nH]c45,-7.420000,5.580000
OCC(C)(C)CCC,-1.520000,2.200000
c1cc2OC(=O)C=Cc2cc1,-1.890000,1.510000
CCCN(=O)=O,-0.800000,0.950000
BrC(Br)Br,-1.910000,1.790000
c1cc(Cl)ccc1C,-3.080000,3.180000
CCCCN(CC)C(=O)SCCC,-3.350000,3.510000
O=CCCCCCCC,-2.360000,2.780000
N(C(=S)NC1)C1,-0.710000,-0.490000
C(=CCC(C(=C)C)C1)(C1)C,-4.000000,4.830000
O=C(OCC(CCC)(C)COC(=O)N)N,-1.670000,0.980000
CNC(=O)Oc1ccc(N(C)C)c(C)c1,-2.360000,1.900000
O=S(=O)(Nc(nccc1C)n1)c(ccc(N)c2)c2,-2.850000,0.210000
CC(=O)CC(=O)C,0.220000,0.050000
Clc1cccc(Cl)c1c2c(Cl)cc(Cl)cc2Cl,-7.320000,6.980000
c1cc(Cl)ccc1Br,-3.630000,3.530000
c1cnc2cncnc2n1,0.020000,-0.940000
O=C(Nc(cccc1)c1)c(c(O)ccc2)c2,-3.590000,3.300000
CNC(=O)Oc1cccc(N=CN(C)C)c1,-2.340000,0.880000
OCC(C(O)=O)c1ccccc1,-0.930000,0.380000
CCCCOCCCC,-1.850000,3.010000
O=C(O)c(c(ccc1)I)c1,-2.730000,2.700000
CC(C)OC(=O)Nc1cccc(Cl)c1,-3.380000,3.300000
Clc1cc(Cl)c(Cl)cc1c2c(Cl)c(Cl)ccc2Cl,-8.650000,7.620000
c1cc(N)ccc1N,-0.380000,0.160000
c1cnc2c(SC)ncnc2n1,-1.760000,0.120000
c1c(Cl)c(Cl)c(Cl)c(Cl)c1c2c(Cl)c(Cl)c(Cl)c(Cl)c2,-9.160000,8.910000
O=C(NCCCC)NS(=O)(=O)c(ccc(N)c1)c1,-2.180000,0.940000
c1ccccc1c2ccc(C(=O)CCC(=O)O)cc2,-5.060000,3.180000
CCCCCC,-3.840000,3.290000
O=C(OC)C(=C)C,-0.800000,1.280000
CCNC(=O)C(C)OC(=O)Nc1ccccc1,-1.830000,1.630000
O=C(N(C)C)Nc(cccc1C(F)(F)F)c1,-3.430000,2.350000
c1cc(N)ccc1S(=O)(=O)Nc2ncc(C)cn2,-2.820000,0.210000
CN(C)C(=O)Oc1nc(nc(C)c1C)N(C)C,-1.950000,1.400000
c1cc(CC)ccc1CC,-3.750000,4.070000
c1cc2C(=O)C=C(C)C(=O)c2cc1,-3.030000,2.210000
O=S(=O)(c(ccc(N)c1)c1)c(ccc(N)c2)c2,-2.820000,0.770000
O=C(N(N(C1=O)c(cccc2)c2)c(cccc3)c3)C1CCCC,-3.810000,3.520000
ClCCCCl,-1.620000,2.320000
CCC1(C(=O)NC(=O)NC1=O)C2=CCCCC2,-2.170000,2.300000
COc1ccc2CC5C3C=CC(O)C4Oc1c2C34CCN5C,-1.520000,1.280000
NC(=O)OCCCCCC,-1.920000,1.950000
O=N(=O)c(cccc1)c1,-1.800000,1.810000
CCN(CC)C(=S)SCC(Cl)=C,-3.390000,3.150000
C1=CC2C(N(C)C5)Cc3ccc(O)c4c3C2(C5)C(O4)C1O,-3.280000,0.720000
c1ccc(C)cc1N,-0.850000,1.620000
O=C(OC)CCCCC,-2.000000,2.340000
O=C1C2(C(C3CCC4C(C3CC2)(C)CCCC4)CC1)C,-6.700000,4.600000
C1(=O)C=C2CCC3C4CC(C)C(O)(C(=O)COC(=O)C)C4(C)CC(O)C3(F)C2(C)C=C1,-4.900000,2.460000
ICCCC,-2.960000,3.060000
OC(C(C(C1C2)(C)C)(C2)C)C1,-2.320000,2.850000
CC(C)(Cl)C(Cl)C,-2.690000,3.120000
Oc(ccc(c1)Cl)c1,-0.700000,2.160000
C1C(O)CC2CCC3C4CCC(=O)C4(C)CC(O)C3C2(C)C1,-3.590000,1.930000
OC(=O)C(=O)O,0.380000,-1.740000
CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC,-4.190000,4.840000
c1c(Cl)c(Cl)cc(Cl)c1c2c(Cl)cc(Cl)c(Cl)c2,-8.560000,7.620000
c1c(Cl)cc(Cl)cc1Cl,-4.480000,3.930000
O=C(N(C)C)Nc(ccc(c1)Cl)c1,-2.890000,2.030000
c1ccccc1NC(=O)CC,-1.920000,1.590000
c1ccc(Cl)cc1O,-0.700000,2.160000
c1ccc2c3ccc(Cl)cc3C(O)(C(=O)O)c2c1,-4.180000,2.880000
FC(F)(F)C(O)C,0.300000,0.690000
n(cc(c(n1)O)C)c1S,-2.450000,1.450000
Nc(ccc(c1Cl)Cl)c1,-3.240000,2.370000
OC(CC(C)C)C,-0.800000,1.680000
COCCCC,-0.990000,1.540000
n(c(O)cc(n1)C)c1S,-2.430000,1.450000
CCCCCCC,-4.530000,3.780000
C1CCCC(C)C1=O,-0.940000,1.540000
Cc1c(C)cc2ccccc2c1,-4.720000,4.260000
c12ccccc1cc3c4ccccc4c5c3c2ccc5,-8.230000,6.110000
Clc1c(Cl)cc(Cl)cc1c2c(Cl)cc(Cl)cc2Cl,-8.710000,7.620000
O=C(OCC)CCCCCC,-2.710000,3.320000
c1cc(F)ccc1F,-1.970000,2.390000
c1ccccc1C(C)CC,-3.890000,3.940000
CC3C2C(O)C1C(N(C)C)C(=C(C(N)=O)C(=O)C1(O)C(=C2C(=O)c4c(O)cccc34)O)O,-2.870000,-1.360000
O=N(=O)c(cc(N(=O)=O)c(O)c1C(CC)C)c1,-3.380000,3.670000
CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1,-2.930000,1.930000
C1C(O)CC2=CCC3C4CCC(=O)C4(C)CCC3C2(C)C1,-4.120000,2.980000
c1c(C)cc(C)cc1O,-1.400000,2.610000
O=N(=O)c(ccc(O)c1)c1,-0.740000,1.910000
O=C(NC(=O)C(O)(C1=O)C(O)(C(=O)NC(=O)N2)C2=O)N1,-2.230000,-4.380000
C1C(C)(C)CC(=O)C=C1OC(=O)N(C)C,-0.850000,1.660000
c1cccc(N)c1N,-0.420000,0.160000
ClC(Cl)CCl,-1.480000,2.010000
CC(=O)CCC1C(=O)N(c2ccccc2)N(c3ccccc3)C1=O,-3.270000,1.470000
CCC1(CC)C(=O)NC(=O)NC1=O,-1.390000,0.600000
Nc(c(ccc1)Cl)c1,-1.520000,1.720000
O=C1C=C2CCC3C4CC(OC(=O)C)C(O)(C(=O)COC(=O)C)C4(C)CC(O)C3(F)C2(C)C=C1,-4.130000,1.510000
c1cc(Cl)c(Cl)c(Cl)c1c2c(Cl)cc(Cl)c(Cl)c2,-8.320000,7.620000
CN(C)CCCN2c1ccccc1Sc3ccc(Cl)cc23,-5.010000,5.200000
N(CCCC)(CCCC)CCCC,-3.120000,4.460000
c(c(ccc1)ccc2)(c1c(c3ccc4)c4)c23,-6.000000,4.930000
c1c(O)cc2ccc3C4CCC(=O)C4(C)CCc3c2c1,-5.240000,3.930000
CCC(Cl)CC,-2.630000,2.980000
c1ccc2cccc3c2c1C=C3,-3.960000,3.940000
N(c(c(c(ccc1)cc2)c1)c2)=C=S,-4.600000,4.510000
CCBr,-1.090000,1.670000
NC(=NC(#N))N,-0.310000,-1.260000
c1cc(NC(=O)C)ccc1S(=O)(=O)N,-1.610000,0.180000
C(C(C(C(C1Cl)Cl)Cl)Cl)(C1Cl)Cl,-4.590000,4.260000
CCCC(O)C(CC)CO,-0.540000,1.600000
CCOP(=S)(OCC)Oc1ccc(cc1)S(C)=O,-2.300000,2.350000
Cc1ncc(N(=O)=O)n1CCO,-1.260000,0.000000
O=C(Nc(c(O)ccc1)c1)C,-2.240000,0.620000
c1cc(OCC)ccc1C(=O)OCCN(CC)CC,-2.710000,3.080000
CC(=O)N=C1N(C)N=C(S(=O)(=O)N)S1,-1.830000,0.330000
O=C(O)c(cccc1N(=O)=O)c1,-1.680000,1.690000
COc1ccc(cc1)C(c2ccc(OC)cc2)C(Cl)(Cl)Cl,-6.890000,5.670000
N(c(c(ccc1)C2)c1)C2,-1.040000,2.060000
CCOc2ccc1nc(sc1c2)S(N)(=O)=O,-3.810000,2.080000
c(c(c(c(c1)ccc2)c2)ccc3)(c1)c3,-5.260000,4.350000
c1c(C)c(C)c(C)c(C)c1C,-4.000000,4.730000
n(c(c(ccc1)cc2)c1)c2c(nc(c(ccc3)c4)c3)c4,-5.400000,4.060000
c1c(Cl)c(Cl)c(Cl)c(Cl)c1c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,-10.260000,9.560000
CCCOC(=O)c1ccc(N)cc1,-2.330000,2.290000
CCC(C)CO,-0.470000,1.260000
Cc1cccc2sc3nncn3c12,-2.070000,2.480000
OCC(O)C(O)CO,0.700000,-2.110000
CC(O)(C)C(C)CC,-0.890000,2.130000
CC(O)CCCC,-0.890000,1.750000
CC(C)OC(=O)C(O)(c1ccc(Cl)cc1)c2ccc(Cl)cc2,-4.530000,4.410000
c1cc(Cl)ccc1S(=O)(=O)NC(=O)NCCC,-3.030000,2.010000
c1cccc(C)c1C(=O)O,-2.060000,2.420000
O=C(Nc(ccc(c1)Br)c1)C,-3.080000,1.990000
FC(F)(F)c(cccc1C(n(ncn2)c2)(c(cccc3)c3)c(cccc4)c4)c1,-8.400000,5.760000
c1cc(Cl)c(Cl)cc1c2c(Cl)cc(Cl)cc2,-7.800000,6.340000
O=C(N(OC)C)Nc(ccc(c1)Cl)c1,-2.570000,2.260000
CC34CC(O)C1(F)C(CCC2=CC(=O)C=CC12C)C3CC(O)C4(O)C(=O)CO,-3.690000,0.960000
c(c(c(c(c1)ccc2)c2)cc(c3c(c(c4)ccc5)c5)c4)(c1)c3,-8.660000,6.700000
O=P(SCCCC)(SCCCC)SCCCC,-5.140000,5.750000
c1c(C)cc(C)cn1,0.380000,1.900000
C1C(=O)C=C2CCC3C4CCC(=O)C4(C)CC(=O)C3C2(C)C1,-3.480000,1.410000
O=C(OC(CC(N(C1C2)C)C2)C1)C(c(cccc3)c3)CO,-1.910000,1.910000
CCC=O,0.580000,0.330000
c1ccc2[nH]nnc2c1,-0.780000,1.170000
O=C(OC(=O)c1cccc2)c12,-1.390000,2.070000
ClCCS(=O)(=O)CCl,-1.500000,0.380000
ClCC#CCOC(=O)Nc1cccc(Cl)c1,-4.370000,3.410000
CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1,-2.930000,1.930000
CCNc1nc(NC(C)(C)C)nc(SC)n1,-4.000000,3.770000
c1cc(Cl)ccc1c2c(Cl)ccc(Cl)c2,-6.250000,5.690000
O=S(=O)(N)c(c(cc(NC(NS1(=O)=O)C(Cl)Cl)c12)Cl)c2,-2.680000,0.230000
c1ccc2nc3cccc(N)c3cc2c1,-4.220000,2.400000
OC2(CCN(CCCC(=O)c1ccc(F)cc1)CC2)c3ccc(Cl)cc3,-4.430000,4.200000
C=CC=C,-1.870000,2.030000
O(CCNC1)C1,1.060000,-0.560000
c1ccc2cc3ccccc3c(O)c2c1,-4.730000,3.860000
c1ccc2ccccc2c1C,-3.700000,3.720000
c1ccccc1c2c(Cl)cc(Cl)cc2,-5.250000,5.050000
O=C(OCc1ccccc1)N,-0.350000,1.200000
Oc(c(c(c(c1Cl)Cl)Cl)Cl)c1Cl,-4.280000,4.740000
O=C(OCCCC)N,-0.660000,0.960000
c1cc(CC(C)C)ccc1C(C)C(=O)NO,-3.040000,2.790000
CCCC(O)CCC,-1.400000,2.240000
c1cc(O)c2C(=O)C3=C(O)C4(O)C(=O)C(C(=O)N)=C(O)C(N(C)C)C4CC3C(O)c2c1Cl,-2.520000,-1.140000
CCCCCO,-0.600000,1.330000
O=C(OC)c(cc(O)c(O)c1O)c1,-1.240000,0.810000
c1cc(O)ccc1O,-0.170000,1.030000
O=C(OCCC)C,-0.720000,1.360000
O=C(O)CCCCC(=O)O,-0.820000,0.230000
OC(=O)c1ccsc1,-1.470000,1.690000
CCCBr,-1.730000,2.160000
O=C(NC(CCCC1)C1)NS(=O)(=O)c(ccc(c2)C(=O)C)c2,-2.060000,2.440000
CC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)CCC1(C)C2C(=O)CC34C,-4.300000,2.140000
O=C(O)CCCCCCCCCCCCCCC,-6.810000,6.960000
O=C(OCC)CC(=O)OCC,-0.820000,0.900000
OCC(O)CO,1.120000,-1.650000
CC1CC2C3CCC(O)(C(=O)C)C3(C)CC(O)C2(F)C4(C)C=CC(=O)C=C14,-4.100000,2.060000
O=C(N(C)C)Nc(cccc1)c1,-1.600000,1.380000
O=C(O)CCC(C(C(C(C(C(C(C(C1)CC(O)C2)(C2)C)C3)C1)C4)(C3O)C)C4)C,-3.950000,5.060000
O=C1N=CN=CC1,0.590000,-0.120000
OCC1OC(C(O)C1O)n2cnc3C(=O)NC=Nc23,-1.230000,-1.840000
c1ccccc1CCCC,-4.060000,4.010000
n(nccc1)c1,1.100000,-0.060000
c1ccc2c3ccccc3Cc2c1C,-5.220000,4.560000
O=C(CCCC)C,-0.800000,1.240000
O=C(Nc(c(N(=O)=O)ccc1)c1)C,-1.910000,1.070000
c1ccccc1I,-2.780000,3.160000
c1ccc(C)c(C)c1C,-3.200000,3.630000
O(CC(O)C1)C1,1.050000,-0.600000
CCN(CC)CC,-0.140000,1.510000
o2c1ccccc1oc3ccccc23,-5.310000,4.340000
c1ccccc1N,-0.410000,1.080000
c1ccc2C(=O)N=C(c3ccccc3)Oc2c1,-4.610000,3.400000
O=C(O)C(CCCC1)C1,-1.450000,2.360000
C1CCCCC1CC,-4.250000,4.080000
n(c(c(c(c1)C)ccc2c(ccn3)C)c23)c1,-3.970000,3.390000
C1(=O)C=C2CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C3(F)C2(C)C=C1,-3.640000,1.720000
BrCCl,-0.890000,1.430000
IC=CI,-3.220000,2.630000
O=C(O)COc(c(cc(c1Cl)Cl)Cl)c1,-2.960000,3.260000
n(c(c(ccc1)cc2)c1O)c2,-2.420000,1.660000
O=C(N)N(C)N=O,-0.850000,-0.520000
CCOP(=S)(OCC)N2C(=O)c1ccccc1C2=O,-3.350000,3.740000
O=N(=O)c(cccc1N)c1,-2.190000,1.470000
O=C(NC(=O)C(N(=O)=O)C1=O)N1,-2.280000,-1.190000
O=C(CC)C,0.520000,0.260000
c1cc(Cl)ccc1Cl,-3.270000,3.280000
O=C(OC)C=C,-0.220000,0.730000
c1ccc2cccc3c2c1CC3,-4.630000,4.150000
O=C(C=C(C(C(C(C(C(C(O)(C)C1)(C2)C)C1)C3)C2)(C4)C)C3)C4,-3.990000,3.720000
BrCCCCl,-1.850000,2.410000
OC(=O)c1c(C=O)ccc(OC)c1OC,-1.920000,0.140000
NNC(=O)c1ccncc1,0.010000,-0.810000
CCCCC=C,-3.230000,3.150000
C1CC=C(C)CC1,-3.270000,3.510000
c1cc(Cl)c(Cl)cc1c2c(Cl)c(Cl)c(Cl)cc2,-7.050000,6.980000
O=C(N)c(cccc1)c1,-0.960000,0.740000
CC(C)Nc1nc(Cl)nc(NC(C)C)n1,-4.430000,3.240000
C1C(O)CC2CCC3C4CCC(=O)C4(C)CCC3C2(C)C1,-4.400000,3.070000
c1c(F)cc(F)c(F)c1F,-2.310000,2.790000
c1ccccc1S,-2.120000,2.690000
CN4CCN(CCCN2c1ccccc1Sc3ccc(cc23)C(F)(F)F)CC4,-4.520000,5.110000
O=C(N)C(=C(O)C(N(C)C)C(C1(O)C(O)=C(C2C(O)(c(c3c(O)cc4)c4)C)C3=O)C2O)C1=O,-3.140000,-2.470000
c1c(Cl)ccc(Cl)c1c2c(Cl)ccc(Cl)c2,-7.000000,6.340000
O=C(O)Cc(cccc1)c1,-0.890000,1.430000
O=C(O)c(ccc(N)c1)c1,-0.400000,0.960000
O=C(c(c(C(=O)c1c(O)c(O)cc2)ccc3)c3)c12,-2.780000,3.160000
OC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,-5.460000,4.490000
O=C(CCCCCCCC)C,-3.310000,3.200000
COC(=O)C1C(CC2CCC1N2C)OC(=O)c3ccccc3,-2.230000,2.170000
O=C(O)COc(cccc1)c1,-1.100000,1.330000
Oc(c(c(cccc1)c1)ccc2)c2,-2.390000,3.280000
COC(C)C,-0.060000,0.980000
OCC(CC)CC,-1.170000,1.750000
c1c(Cl)c(CO)c(Cl)cc1,-2.100000,2.360000
c1cc(C)c2c(C)cccc2c1C,-4.920000,4.810000
ClCCOCCCl,-1.120000,1.560000
C1CCCCC1O,-0.440000,1.640000
CCCCN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-4.770000,4.150000
O=N(=O)c(c(c(c(c1Cl)Cl)Cl)Cl)c1Cl,-5.820000,5.030000
ClC(Cl)C,-1.290000,1.760000
Oc1ccc2Oc3cc(OC)cc(O)c3C(=O)c2c1,-2.930000,3.740000
O=Cc(ccc(O)c1)c1,-0.960000,1.230000
O=C(OC)C,0.520000,0.370000
C1CC=CC1,-2.100000,2.470000
O=C(N)c(c(ccc1)C(=O)N)c1,-2.920000,-1.990000
c1c(CO)c(O)ccc1C(O)CNC(C)(C)C,-1.220000,0.640000
c1c(C)nc2cncnc2n1,0.060000,-0.390000
O=N(=O)c(ccc(c1)C)c1,-2.490000,2.360000
COC(=O)C(Cl)Cc1ccc(Cl)cc1,-3.770000,3.400000
O=C(Nc(ccc(c1)F)c1)C,-1.780000,1.300000
c1ccccc1C#N,-1.000000,1.540000
C1CCCCC1Br,-2.300000,3.450000
c(c(c(cc1)ccc2)c2cc3)(c1ccc4)c34,-6.190000,4.930000
CN1C(=O)NC(NC2=O)=C(N2)C1=O,-1.560000,-1.250000
COc1ccc(cc1)C(O)(C2CC2)c3cncnc3,-2.600000,1.990000
O=C(OC(C(C(C(C(C(C(=CC(=O)C1)C2)(C1)C)C3)C2SC(=O)C)C4)(C3)C)(C4)C5)C5,-4.280000,2.880000
c1ccc2c(c1)c4cccc5ccc3cccc2c3c45,-7.800000,6.110000
O=C(O)CCCCCCCCCCN,-2.700000,-0.160000
NC(=O)NCc1ccccc1,-0.950000,0.620000
CN(C)NC(=O)CCC(O)=O,-0.200000,-1.510000
CC(C#C)N(C)C(=O)Nc1ccc(Cl)cc1,-3.900000,2.660000
c1ccccc1c2c(F)cc(C(C)C(=O)O)cc2,-4.490000,3.810000
c1ccccc1N(CC)CC,-3.030000,3.150000
O=C(O)CCCCCCCCCC,-3.550000,4.510000
O=C(NCC1)C1,1.070000,-0.320000
O=C(OCC(C)C)N,-0.300000,0.890000
CN(C)C,0.840000,0.040000
COCOC,0.480000,-0.190000
O=C(N)c(cccn1)c1,0.610000,-0.450000
c1cccc(C)c1CC,-3.210000,3.580000
O=C(N)NO,1.120000,-1.680000
O=C(O)C(Oc(c(cc(c1)Cl)C)c1)C,-2.550000,2.940000
O=C(O)Cc(c(ccc1Cl)Cl)c1Cl,-3.080000,3.360000
Cc1ccc2ccccc2c1,-3.770000,3.720000
O=S(=O)(Nc(onc1C)c1C)c(ccc(N)c2)c2,-2.910000,1.030000
CC(Cl)CC,-1.960000,2.490000
O(C(CC1)C)C1,0.110000,1.350000
O=C(OC(C1C(C2(CC(O)(C3=C)CC4)C3)C(=O)O)(C24)C=CC5O)C15C,-1.840000,0.450000
O=C(N)c(c(O)ccc1)c1,-1.760000,1.030000
c1ccc(Cl)cc1c2c(Cl)ccc(Cl)c2,-6.010000,5.690000
n(c(ccc1)C(Cl)(Cl)Cl)c1Cl,-3.760000,3.350000
CCI,-1.600000,2.080000
ClC(Cl)(Cl)C(NC=O)N1CCN(CC1)C(NC=O)C(Cl)(Cl)Cl,-4.190000,2.020000
O(C(C)C)C(C)C,-1.100000,1.880000
O=C(O)CCCCCCCCCCCCCCCCC,-5.680000,7.940000
ClC(Cl)(F)C(F)(F)Cl,-3.040000,3.090000
CCCCC=CC,-3.820000,3.560000
O=C(OCCC(C)C)C,-1.920000,2.260000
Oc(cccc1O)c1,0.810000,1.030000
c1cc(Cl)ccc1c2c(Cl)c(Cl)ccc2,-6.260000,5.690000
COc1ccc2n(C(=O)c3ccc(Cl)cc3)c(C)c(CC(=O)O)c2c1,-4.620000,4.230000
O(C(OCC)C)CC,-0.430000,1.200000
OCCCCCCCCC,-3.010000,3.300000
CCCI,-2.290000,2.570000
c1ccccc1CCCCC,-4.640000,4.500000
FC(F)(C(F)(F)Cl)Cl,-3.120000,2.780000
COc5cc4OCC3Oc2c1CC(Oc1ccc2C(=O)C3c4cc5OC)C(C)=C,-4.420000,4.310000
O=C(O)C(N)Cc(ccc(O)c1O)c1,-1.600000,-2.240000
C=CCC1(CC=C)C(=O)NC(=O)NC1=O,-2.060000,1.310000
C1C(N2C)CC(O)C(C(=O)O)C2C1,-0.020000,-3.780000
CCCCC(=O)CC(=O)C,-1.560000,1.520000
c1ccccn1,0.760000,0.800000
CCC(C)(C)CO,-1.040000,1.710000
O=C(NC(=O)C)N,-0.900000,-1.010000
O=S(=O)(N)c(c(cc(NCNS1(=O)=O)c12)Cl)c2,-2.620000,-0.100000
O=N(=O)c(cccc1O)c1,-1.010000,1.910000
C1C(=O)C=C2C(C)=CC3C4CCC(C(=O)C)(C)C4(C)CCC3C2(C)C1,-5.270000,4.450000
O=C(N(c(c(C1(C(N(C2)CC(C3C4C5OC6)=C6)C3)C2)ccc7)c7)C14)C5,-3.320000,1.850000
c1cc(C)cc(C)c1O,-1.190000,2.610000
ClC(Cl)(Cl)CCl,-2.180000,2.930000
ClCC(Cl)CCl,-1.920000,2.500000
c1cc(C)ccc1N,-1.210000,1.620000
O=C(N(C)C)N(C)C,0.940000,-0.200000
n(c(nc(n1)NCC)NCC)c1Cl,-4.550000,2.400000
c1ccc2C(O)=C(C(c3ccccc3)CC(=O)C)C(=O)Oc2c1,-3.890000,2.230000
CC(C)(C)C(O)(C)CC,-1.270000,2.580000
c1cc(C)c2ccccc2c1C,-4.140000,4.260000
Nc(c(cc(c(ccc(N)c1Cl)c1)c2)Cl)c2,-4.920000,3.210000
c1ccccc1C(C)(C)C,-3.660000,3.900000
CC(C)c1ccc(NC(=O)N(C)C)cc1,-3.540000,2.840000
NCC(CCCC)CC,-1.710000,2.730000
CCOP(=S)(OCC)SCCSCC,-4.230000,3.860000
O(c(c(O)cc(c1)Cl)c1)c(c(cc(c2)Cl)Cl)c2,-4.460000,4.660000
Nc(ccc(c1)Cl)c1,-1.660000,1.720000
C1C2=CC(=O)C=CC2(C)C3C(O)CC4(C)C(O)(C(=O)CO)CCC4C3C1,-3.210000,1.400000
O=C(OC(C(C(C(C(C(C(=CC(=O)C1)C2)(C1)C)C3)C2)C4)(C3)C)C4)CC,-5.370000,4.770000
c1ccc(Cl)c(Cl)c1c2c(Cl)c(Cl)c(Cl)c(Cl)c2,-8.420000,7.620000
ClCC(Cl)C,-1.600000,2.250000
c1c(C(C)(C)C)cc(C(C)(C)C)cc1OC(=O)NC,-4.240000,4.990000
O=C(OCCCCC)C,-1.890000,2.340000
