smiles,solubility,logp
O=CC=C(CCC=C(C)C)C,-2.06,3.45
Oc1c(I)cc(C#N)cc1I,-3.61,3.94
OC(=O)c1ccccc1C(F)(F)F,-1.6,2.49
c1ccccc1C2(CC=C)C(=O)NC(=O)NC2=O,-2.18,1.68
COc2cc(Cc1cnc(N)nc1N)cc(OC)c2OC,-2.86,0.73
CCCCC1C(=O)N(N(C1=O)c2ccc(O)cc2)c3ccccc3,-3.73,3.04
ClC(Cl)CCC,-2.4,2.74
OCc(c(O)ccc1)c1,-0.29,0.6
ClCCBr,-1.32,1.92
CNC(=O)Oc1ccccc1OC(C)C,-2.05,1.9
O=C(OCC)C,-0.04,0.86
c1ccccc1N2C(=O)C(N(C)C)=C(C)N2C,-0.63,0.6
n(cccc1C(N(CC2)C)C2)c1,0.79,1
O1C=CC=C1,-0.82,1.36
c1cccc(Cl)c1C,-3.52,3.18
O=C(C=C(CC1(C)C)C)C1,-1.06,2.62
O=C(O)c(c(ccc1)C(=O)O)c1,-2.11,1.07
C1C(=O)C=C2CCC3C4CCC(O)(C(=O)COC(=O)CC(C)(C)C)C4(C)CC(O)C3C2(C)C1,-5.51,4.21
c1ccccc1C,-2.21,2.54
c1cnc2cnc(SC)nc2n1,-2.36,0.21
O=C(c(ccc(N)c1)c1)CC,-2.63,1.25
O=C(NC(=O)c(c(F)ccc1)c1F)Nc(ccc(c2)Cl)c2,-6.02,3.59
O=C(Nc(ccc(c1)OC)c1)C,-1.3,1.18
O=N(=O)c(ccc(OC)c1)c1,-2.41,1.89
O=C(Nc(cccc1)c1)Nc(cccc2)c2,-3.15,2.97
Cc1cc(O)no1,-0.07,1.03
c1ccccc1CCl,-2.39,2.79
ClC(Cl)=C(c1ccc(Cl)cc1)c2ccc(Cl)cc2,-6.9,6
c1ccccc1c2cc(Cl)c(Cl)cc2,-6.39,5.05
c1ccc2Sc3ccccc3N(CC(C)N(C)C)c2c1,-4.26,4.49
O=C(CCCCCC)C,-2.05,2.22
O=C1C=C2C(Cl)=CC3C4CCC(C(=O)C)(OC(=O)C)C4(C)CCC3C2(C)C=C1,-4.95,3.73
C=C(C)C=C,-2.03,2.58
O=C(NC(=O)C(Br)(CC)CC)N,-2.68,1.52
CCCCOc2cc(C(=O)NCCN(CC)CC)c1ccccc1n2,-3.7,4.04
OC(c(cccc1)c1)C(NC)C,-0.42,0.68
OC(C=C)(CCC=C(C)C)C,-1.99,3.38
c1cc(N)ccc1C(=O)OCCNCCCCC,-3.27,2.76
C1C(O)CC2CC(O)C3C4CCC(C(C)CCC(=O)O)C4(C)CCC3C2(C)C1,-3.82,5.06
C1=CSC(CC)=C1,-2.59,2.85
C1C(=O)C=C2CCC3C4CCC(C(=O)CO)C4(C5O)CC(O5)C3C2(C)C1,-3.85,0.55
c1ccc4c(c1)ccc5c3ccc2ccccc2c3[nH]c45,-7.42,5.58
OCC(C)(C)CCC,-1.52,2.2
c1cc2OC(=O)C=Cc2cc1,-1.89,1.51
CCCN(=O)=O,-0.8,0.95
BrC(Br)Br,-1.91,1.79
c1cc(Cl)ccc1C,-3.08,3.18
CCCCN(CC)C(=O)SCCC,-3.35,3.51
O=CCCCCCCC,-2.36,2.78
N(C(=S)NC1)C1,-0.71,-0.49
C(=CCC(C(=C)C)C1)(C1)C,-4,4.83
O=C(OCC(CCC)(C)COC(=O)N)N,-1.67,0.98
CNC(=O)Oc1ccc(N(C)C)c(C)c1,-2.36,1.9
O=S(=O)(Nc(nccc1C)n1)c(ccc(N)c2)c2,-2.85,0.21
CC(=O)CC(=O)C,0.22,0.05
Clc1cccc(Cl)c1c2c(Cl)cc(Cl)cc2Cl,-7.32,6.98
c1cc(Cl)ccc1Br,-3.63,3.53
c1cnc2cncnc2n1,0.02,-0.94
O=C(Nc(cccc1)c1)c(c(O)ccc2)c2,-3.59,3.3
CNC(=O)Oc1cccc(N=CN(C)C)c1,-2.34,0.88
OCC(C(O)=O)c1ccccc1,-0.93,0.38
CCCCOCCCC,-1.85,3.01
O=C(O)c(c(ccc1)I)c1,-2.73,2.7
CC(C)OC(=O)Nc1cccc(Cl)c1,-3.38,3.3
Clc1cc(Cl)c(Cl)cc1c2c(Cl)c(Cl)ccc2Cl,-8.65,7.62
c1cc(N)ccc1N,-0.38,0.16
c1cnc2c(SC)ncnc2n1,-1.76,0.12
c1c(Cl)c(Cl)c(Cl)c(Cl)c1c2c(Cl)c(Cl)c(Cl)c(Cl)c2,-9.16,8.91
O=C(NCCCC)NS(=O)(=O)c(ccc(N)c1)c1,-2.18,0.94
c1ccccc1c2ccc(C(=O)CCC(=O)O)cc2,-5.06,3.18
CCCCCC,-3.84,3.29
O=C(OC)C(=C)C,-0.8,1.28
CCNC(=O)C(C)OC(=O)Nc1ccccc1,-1.83,1.63
O=C(N(C)C)Nc(cccc1C(F)(F)F)c1,-3.43,2.35
c1cc(N)ccc1S(=O)(=O)Nc2ncc(C)cn2,-2.82,0.21
CN(C)C(=O)Oc1nc(nc(C)c1C)N(C)C,-1.95,1.4
c1cc(CC)ccc1CC,-3.75,4.07
c1cc2C(=O)C=C(C)C(=O)c2cc1,-3.03,2.21
O=S(=O)(c(ccc(N)c1)c1)c(ccc(N)c2)c2,-2.82,0.77
O=C(N(N(C1=O)c(cccc2)c2)c(cccc3)c3)C1CCCC,-3.81,3.52
ClCCCCl,-1.62,2.32
CCC1(C(=O)NC(=O)NC1=O)C2=CCCCC2,-2.17,2.3
COc1ccc2CC5C3C=CC(O)C4Oc1c2C34CCN5C,-1.52,1.28
NC(=O)OCCCCCC,-1.92,1.95
O=N(=O)c(cccc1)c1,-1.8,1.81
CCN(CC)C(=S)SCC(Cl)=C,-3.39,3.15
C1=CC2C(N(C)C5)Cc3ccc(O)c4c3C2(C5)C(O4)C1O,-3.28,0.72
c1ccc(C)cc1N,-0.85,1.62
O=C(OC)CCCCC,-2,2.34
O=C1C2(C(C3CCC4C(C3CC2)(C)CCCC4)CC1)C,-6.7,4.6
C1(=O)C=C2CCC3C4CC(C)C(O)(C(=O)COC(=O)C)C4(C)CC(O)C3(F)C2(C)C=C1,-4.9,2.46
ICCCC,-2.96,3.06
OC(C(C(C1C2)(C)C)(C2)C)C1,-2.32,2.85
CC(C)(Cl)C(Cl)C,-2.69,3.12
Oc(ccc(c1)Cl)c1,-0.7,2.16
C1C(O)CC2CCC3C4CCC(=O)C4(C)CC(O)C3C2(C)C1,-3.59,1.93
OC(=O)C(=O)O,0.38,-1.74
CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC,-4.19,4.84
c1c(Cl)c(Cl)cc(Cl)c1c2c(Cl)cc(Cl)c(Cl)c2,-8.56,7.62
c1c(Cl)cc(Cl)cc1Cl,-4.48,3.93
O=C(N(C)C)Nc(ccc(c1)Cl)c1,-2.89,2.03
c1ccccc1NC(=O)CC,-1.92,1.59
c1ccc(Cl)cc1O,-0.7,2.16
c1ccc2c3ccc(Cl)cc3C(O)(C(=O)O)c2c1,-4.18,2.88
FC(F)(F)C(O)C,0.3,0.69
n(cc(c(n1)O)C)c1S,-2.45,1.45
Nc(ccc(c1Cl)Cl)c1,-3.24,2.37
OC(CC(C)C)C,-0.8,1.68
COCCCC,-0.99,1.54
n(c(O)cc(n1)C)c1S,-2.43,1.45
CCCCCCC,-4.53,3.78
C1CCCC(C)C1=O,-0.94,1.54
Cc1c(C)cc2ccccc2c1,-4.72,4.26
c12ccccc1cc3c4ccccc4c5c3c2ccc5,-8.23,6.11
Clc1c(Cl)cc(Cl)cc1c2c(Cl)cc(Cl)cc2Cl,-8.71,7.62
O=C(OCC)CCCCCC,-2.71,3.32
c1cc(F)ccc1F,-1.97,2.39
c1ccccc1C(C)CC,-3.89,3.94
CC3C2C(O)C1C(N(C)C)C(=C(C(N)=O)C(=O)C1(O)C(=C2C(=O)c4c(O)cccc34)O)O,-2.87,-1.36
O=N(=O)c(cc(N(=O)=O)c(O)c1C(CC)C)c1,-3.38,3.67
CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1,-2.93,1.93
C1C(O)CC2=CCC3C4CCC(=O)C4(C)CCC3C2(C)C1,-4.12,2.98
c1c(C)cc(C)cc1O,-1.4,2.61
O=N(=O)c(ccc(O)c1)c1,-0.74,1.91
O=C(NC(=O)C(O)(C1=O)C(O)(C(=O)NC(=O)N2)C2=O)N1,-2.23,-4.38
C1C(C)(C)CC(=O)C=C1OC(=O)N(C)C,-0.85,1.66
c1cccc(N)c1N,-0.42,0.16
ClC(Cl)CCl,-1.48,2.01
CC(=O)CCC1C(=O)N(c2ccccc2)N(c3ccccc3)C1=O,-3.27,1.47
CCC1(CC)C(=O)NC(=O)NC1=O,-1.39,0.6
Nc(c(ccc1)Cl)c1,-1.52,1.72
O=C1C=C2CCC3C4CC(OC(=O)C)C(O)(C(=O)COC(=O)C)C4(C)CC(O)C3(F)C2(C)C=C1,-4.13,1.51
c1cc(Cl)c(Cl)c(Cl)c1c2c(Cl)cc(Cl)c(Cl)c2,-8.32,7.62
CN(C)CCCN2c1ccccc1Sc3ccc(Cl)cc23,-5.01,5.2
N(CCCC)(CCCC)CCCC,-3.12,4.46
c(c(ccc1)ccc2)(c1c(c3ccc4)c4)c23,-6,4.93
c1c(O)cc2ccc3C4CCC(=O)C4(C)CCc3c2c1,-5.24,3.93
CCC(Cl)CC,-2.63,2.98
c1ccc2cccc3c2c1C=C3,-3.96,3.94
N(c(c(c(ccc1)cc2)c1)c2)=C=S,-4.6,4.51
CCBr,-1.09,1.67
NC(=NC(#N))N,-0.31,-1.26
c1cc(NC(=O)C)ccc1S(=O)(=O)N,-1.61,0.18
C(C(C(C(C1Cl)Cl)Cl)Cl)(C1Cl)Cl,-4.59,4.26
CCCC(O)C(CC)CO,-0.54,1.6
CCOP(=S)(OCC)Oc1ccc(cc1)S(C)=O,-2.3,2.35
Cc1ncc(N(=O)=O)n1CCO,-1.26,0
O=C(Nc(c(O)ccc1)c1)C,-2.24,0.62
c1cc(OCC)ccc1C(=O)OCCN(CC)CC,-2.71,3.08
CC(=O)N=C1N(C)N=C(S(=O)(=O)N)S1,-1.83,0.33
O=C(O)c(cccc1N(=O)=O)c1,-1.68,1.69
COc1ccc(cc1)C(c2ccc(OC)cc2)C(Cl)(Cl)Cl,-6.89,5.67
N(c(c(ccc1)C2)c1)C2,-1.04,2.06
CCOc2ccc1nc(sc1c2)S(N)(=O)=O,-3.81,2.08
c(c(c(c(c1)ccc2)c2)ccc3)(c1)c3,-5.26,4.35
c1c(C)c(C)c(C)c(C)c1C,-4,4.73
n(c(c(ccc1)cc2)c1)c2c(nc(c(ccc3)c4)c3)c4,-5.4,4.06
c1c(Cl)c(Cl)c(Cl)c(Cl)c1c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,-10.26,9.56
CCCOC(=O)c1ccc(N)cc1,-2.33,2.29
CCC(C)CO,-0.47,1.26
Cc1cccc2sc3nncn3c12,-2.07,2.48
OCC(O)C(O)CO,0.7,-2.11
CC(O)(C)C(C)CC,-0.89,2.13
CC(O)CCCC,-0.89,1.75
CC(C)OC(=O)C(O)(c1ccc(Cl)cc1)c2ccc(Cl)cc2,-4.53,4.41
c1cc(Cl)ccc1S(=O)(=O)NC(=O)NCCC,-3.03,2.01
c1cccc(C)c1C(=O)O,-2.06,2.42
O=C(Nc(ccc(c1)Br)c1)C,-3.08,1.99
FC(F)(F)c(cccc1C(n(ncn2)c2)(c(cccc3)c3)c(cccc4)c4)c1,-8.4,5.76
c1cc(Cl)c(Cl)cc1c2c(Cl)cc(Cl)cc2,-7.8,6.34
O=C(N(OC)C)Nc(ccc(c1)Cl)c1,-2.57,2.26
CC34CC(O)C1(F)C(CCC2=CC(=O)C=CC12C)C3CC(O)C4(O)C(=O)CO,-3.69,0.96
c(c(c(c(c1)ccc2)c2)cc(c3c(c(c4)ccc5)c5)c4)(c1)c3,-8.66,6.7
O=P(SCCCC)(SCCCC)SCCCC,-5.14,5.75
c1c(C)cc(C)cn1,0.38,1.9
C1C(=O)C=C2CCC3C4CCC(=O)C4(C)CC(=O)C3C2(C)C1,-3.48,1.41
O=C(OC(CC(N(C1C2)C)C2)C1)C(c(cccc3)c3)CO,-1.91,1.91
CCC=O,0.58,0.33
c1ccc2[nH]nnc2c1,-0.78,1.17
O=C(OC(=O)c1cccc2)c12,-1.39,2.07
ClCCS(=O)(=O)CCl,-1.5,0.38
ClCC#CCOC(=O)Nc1cccc(Cl)c1,-4.37,3.41
CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1,-2.93,1.93
CCNc1nc(NC(C)(C)C)nc(SC)n1,-4,3.77
c1cc(Cl)ccc1c2c(Cl)ccc(Cl)c2,-6.25,5.69
O=S(=O)(N)c(c(cc(NC(NS1(=O)=O)C(Cl)Cl)c12)Cl)c2,-2.68,0.23
c1ccc2nc3cccc(N)c3cc2c1,-4.22,2.4
OC2(CCN(CCCC(=O)c1ccc(F)cc1)CC2)c3ccc(Cl)cc3,-4.43,4.2
C=CC=C,-1.87,2.03
O(CCNC1)C1,1.06,-0.56
c1ccc2cc3ccccc3c(O)c2c1,-4.73,3.86
c1ccc2ccccc2c1C,-3.7,3.72
c1ccccc1c2c(Cl)cc(Cl)cc2,-5.25,5.05
O=C(OCc1ccccc1)N,-0.35,1.2
Oc(c(c(c(c1Cl)Cl)Cl)Cl)c1Cl,-4.28,4.74
O=C(OCCCC)N,-0.66,0.96
c1cc(CC(C)C)ccc1C(C)C(=O)NO,-3.04,2.79
CCCC(O)CCC,-1.4,2.24
c1cc(O)c2C(=O)C3=C(O)C4(O)C(=O)C(C(=O)N)=C(O)C(N(C)C)C4CC3C(O)c2c1Cl,-2.52,-1.14
CCCCCO,-0.6,1.33
O=C(OC)c(cc(O)c(O)c1O)c1,-1.24,0.81
c1cc(O)ccc1O,-0.17,1.03
O=C(OCCC)C,-0.72,1.36
O=C(O)CCCCC(=O)O,-0.82,0.23
OC(=O)c1ccsc1,-1.47,1.69
CCCBr,-1.73,2.16
O=C(NC(CCCC1)C1)NS(=O)(=O)c(ccc(c2)C(=O)C)c2,-2.06,2.44
CC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)CCC1(C)C2C(=O)CC34C,-4.3,2.14
O=C(O)CCCCCCCCCCCCCCC,-6.81,6.96
O=C(OCC)CC(=O)OCC,-0.82,0.9
OCC(O)CO,1.12,-1.65
CC1CC2C3CCC(O)(C(=O)C)C3(C)CC(O)C2(F)C4(C)C=CC(=O)C=C14,-4.1,2.06
O=C(N(C)C)Nc(cccc1)c1,-1.6,1.38
O=C(O)CCC(C(C(C(C(C(C(C(C1)CC(O)C2)(C2)C)C3)C1)C4)(C3O)C)C4)C,-3.95,5.06
O=C1N=CN=CC1,0.59,-0.12
OCC1OC(C(O)C1O)n2cnc3C(=O)NC=Nc23,-1.23,-1.84
c1ccccc1CCCC,-4.06,4.01
n(nccc1)c1,1.1,-0.06
c1ccc2c3ccccc3Cc2c1C,-5.22,4.56
O=C(CCCC)C,-0.8,1.24
O=C(Nc(c(N(=O)=O)ccc1)c1)C,-1.91,1.07
c1ccccc1I,-2.78,3.16
c1ccc(C)c(C)c1C,-3.2,3.63
O(CC(O)C1)C1,1.05,-0.6
CCN(CC)CC,-0.14,1.51
o2c1ccccc1oc3ccccc23,-5.31,4.34
c1ccccc1N,-0.41,1.08
c1ccc2C(=O)N=C(c3ccccc3)Oc2c1,-4.61,3.4
O=C(O)C(CCCC1)C1,-1.45,2.36
C1CCCCC1CC,-4.25,4.08
n(c(c(c(c1)C)ccc2c(ccn3)C)c23)c1,-3.97,3.39
C1(=O)C=C2CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C3(F)C2(C)C=C1,-3.64,1.72
BrCCl,-0.89,1.43
IC=CI,-3.22,2.63
O=C(O)COc(c(cc(c1Cl)Cl)Cl)c1,-2.96,3.26
n(c(c(ccc1)cc2)c1O)c2,-2.42,1.66
O=C(N)N(C)N=O,-0.85,-0.52
CCOP(=S)(OCC)N2C(=O)c1ccccc1C2=O,-3.35,3.74
O=N(=O)c(cccc1N)c1,-2.19,1.47
O=C(NC(=O)C(N(=O)=O)C1=O)N1,-2.28,-1.19
O=C(CC)C,0.52,0.26
c1cc(Cl)ccc1Cl,-3.27,3.28
O=C(OC)C=C,-0.22,0.73
c1ccc2cccc3c2c1CC3,-4.63,4.15
O=C(C=C(C(C(C(C(C(C(O)(C)C1)(C2)C)C1)C3)C2)(C4)C)C3)C4,-3.99,3.72
BrCCCCl,-1.85,2.41
OC(=O)c1c(C=O)ccc(OC)c1OC,-1.92,0.14
NNC(=O)c1ccncc1,0.01,-0.81
CCCCC=C,-3.23,3.15
C1CC=C(C)CC1,-3.27,3.51
c1cc(Cl)c(Cl)cc1c2c(Cl)c(Cl)c(Cl)cc2,-7.05,6.98
O=C(N)c(cccc1)c1,-0.96,0.74
CC(C)Nc1nc(Cl)nc(NC(C)C)n1,-4.43,3.24
C1C(O)CC2CCC3C4CCC(=O)C4(C)CCC3C2(C)C1,-4.4,3.07
c1c(F)cc(F)c(F)c1F,-2.31,2.79
c1ccccc1S,-2.12,2.69
CN4CCN(CCCN2c1ccccc1Sc3ccc(cc23)C(F)(F)F)CC4,-4.52,5.11
O=C(N)C(=C(O)C(N(C)C)C(C1(O)C(O)=C(C2C(O)(c(c3c(O)cc4)c4)C)C3=O)C2O)C1=O,-3.14,-2.47
c1c(Cl)ccc(Cl)c1c2c(Cl)ccc(Cl)c2,-7,6.34
O=C(O)Cc(cccc1)c1,-0.89,1.43
O=C(O)c(ccc(N)c1)c1,-0.4,0.96
O=C(c(c(C(=O)c1c(O)c(O)cc2)ccc3)c3)c12,-2.78,3.16
OC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,-5.46,4.49
O=C(CCCCCCCC)C,-3.31,3.2
COC(=O)C1C(CC2CCC1N2C)OC(=O)c3ccccc3,-2.23,2.17
O=C(O)COc(cccc1)c1,-1.1,1.33
Oc(c(c(cccc1)c1)ccc2)c2,-2.39,3.28
COC(C)C,-0.06,0.98
OCC(CC)CC,-1.17,1.75
c1c(Cl)c(CO)c(Cl)cc1,-2.1,2.36
c1cc(C)c2c(C)cccc2c1C,-4.92,4.81
ClCCOCCCl,-1.12,1.56
C1CCCCC1O,-0.44,1.64
CCCCN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-4.77,4.15
O=N(=O)c(c(c(c(c1Cl)Cl)Cl)Cl)c1Cl,-5.82,5.03
ClC(Cl)C,-1.29,1.76
Oc1ccc2Oc3cc(OC)cc(O)c3C(=O)c2c1,-2.93,3.74
O=Cc(ccc(O)c1)c1,-0.96,1.23
O=C(OC)C,0.52,0.37
C1CC=CC1,-2.1,2.47
O=C(N)c(c(ccc1)C(=O)N)c1,-2.92,-1.99
c1c(CO)c(O)ccc1C(O)CNC(C)(C)C,-1.22,0.64
c1c(C)nc2cncnc2n1,0.06,-0.39
O=N(=O)c(ccc(c1)C)c1,-2.49,2.36
COC(=O)C(Cl)Cc1ccc(Cl)cc1,-3.77,3.4
O=C(Nc(ccc(c1)F)c1)C,-1.78,1.3
c1ccccc1C#N,-1,1.54
C1CCCCC1Br,-2.3,3.45
c(c(c(cc1)ccc2)c2cc3)(c1ccc4)c34,-6.19,4.93
CN1C(=O)NC(NC2=O)=C(N2)C1=O,-1.56,-1.25
COc1ccc(cc1)C(O)(C2CC2)c3cncnc3,-2.6,1.99
O=C(OC(C(C(C(C(C(C(=CC(=O)C1)C2)(C1)C)C3)C2SC(=O)C)C4)(C3)C)(C4)C5)C5,-4.28,2.88
c1ccc2c(c1)c4cccc5ccc3cccc2c3c45,-7.8,6.11
O=C(O)CCCCCCCCCCN,-2.7,-0.16
NC(=O)NCc1ccccc1,-0.95,0.62
CN(C)NC(=O)CCC(O)=O,-0.2,-1.51
CC(C#C)N(C)C(=O)Nc1ccc(Cl)cc1,-3.9,2.66
c1ccccc1c2c(F)cc(C(C)C(=O)O)cc2,-4.49,3.81
c1ccccc1N(CC)CC,-3.03,3.15
O=C(O)CCCCCCCCCC,-3.55,4.51
O=C(NCC1)C1,1.07,-0.32
O=C(OCC(C)C)N,-0.3,0.89
CN(C)C,0.84,0.04
COCOC,0.48,-0.19
O=C(N)c(cccn1)c1,0.61,-0.45
c1cccc(C)c1CC,-3.21,3.58
O=C(N)NO,1.12,-1.68
O=C(O)C(Oc(c(cc(c1)Cl)C)c1)C,-2.55,2.94
O=C(O)Cc(c(ccc1Cl)Cl)c1Cl,-3.08,3.36
Cc1ccc2ccccc2c1,-3.77,3.72
O=S(=O)(Nc(onc1C)c1C)c(ccc(N)c2)c2,-2.91,1.03
CC(Cl)CC,-1.96,2.49
O(C(CC1)C)C1,0.11,1.35
O=C(OC(C1C(C2(CC(O)(C3=C)CC4)C3)C(=O)O)(C24)C=CC5O)C15C,-1.84,0.45
O=C(N)c(c(O)ccc1)c1,-1.76,1.03
c1ccc(Cl)cc1c2c(Cl)ccc(Cl)c2,-6.01,5.69
n(c(ccc1)C(Cl)(Cl)Cl)c1Cl,-3.76,3.35
CCI,-1.6,2.08
ClC(Cl)(Cl)C(NC=O)N1CCN(CC1)C(NC=O)C(Cl)(Cl)Cl,-4.19,2.02
O(C(C)C)C(C)C,-1.1,1.88
O=C(O)CCCCCCCCCCCCCCCCC,-5.68,7.94
ClC(Cl)(F)C(F)(F)Cl,-3.04,3.09
CCCCC=CC,-3.82,3.56
O=C(OCCC(C)C)C,-1.92,2.26
Oc(cccc1O)c1,0.81,1.03
c1cc(Cl)ccc1c2c(Cl)c(Cl)ccc2,-6.26,5.69
COc1ccc2n(C(=O)c3ccc(Cl)cc3)c(C)c(CC(=O)O)c2c1,-4.62,4.23
O(C(OCC)C)CC,-0.43,1.2
OCCCCCCCCC,-3.01,3.3
CCCI,-2.29,2.57
c1ccccc1CCCCC,-4.64,4.5
FC(F)(C(F)(F)Cl)Cl,-3.12,2.78
COc5cc4OCC3Oc2c1CC(Oc1ccc2C(=O)C3c4cc5OC)C(C)=C,-4.42,4.31
O=C(O)C(N)Cc(ccc(O)c1O)c1,-1.6,-2.24
C=CCC1(CC=C)C(=O)NC(=O)NC1=O,-2.06,1.31
C1C(N2C)CC(O)C(C(=O)O)C2C1,-0.02,-3.78
CCCCC(=O)CC(=O)C,-1.56,1.52
c1ccccn1,0.76,0.8
CCC(C)(C)CO,-1.04,1.71
O=C(NC(=O)C)N,-0.9,-1.01
O=S(=O)(N)c(c(cc(NCNS1(=O)=O)c12)Cl)c2,-2.62,-0.1
O=N(=O)c(cccc1O)c1,-1.01,1.91
C1C(=O)C=C2C(C)=CC3C4CCC(C(=O)C)(C)C4(C)CCC3C2(C)C1,-5.27,4.45
O=C(N(c(c(C1(C(N(C2)CC(C3C4C5OC6)=C6)C3)C2)ccc7)c7)C14)C5,-3.32,1.85
c1cc(C)cc(C)c1O,-1.19,2.61
ClC(Cl)(Cl)CCl,-2.18,2.93
ClCC(Cl)CCl,-1.92,2.5
c1cc(C)ccc1N,-1.21,1.62
O=C(N(C)C)N(C)C,0.94,-0.2
n(c(nc(n1)NCC)NCC)c1Cl,-4.55,2.4
c1ccc2C(O)=C(C(c3ccccc3)CC(=O)C)C(=O)Oc2c1,-3.89,2.23
CC(C)(C)C(O)(C)CC,-1.27,2.58
c1cc(C)c2ccccc2c1C,-4.14,4.26
Nc(c(cc(c(ccc(N)c1Cl)c1)c2)Cl)c2,-4.92,3.21
c1ccccc1C(C)(C)C,-3.66,3.9
CC(C)c1ccc(NC(=O)N(C)C)cc1,-3.54,2.84
NCC(CCCC)CC,-1.71,2.73
CCOP(=S)(OCC)SCCSCC,-4.23,3.86
O(c(c(O)cc(c1)Cl)c1)c(c(cc(c2)Cl)Cl)c2,-4.46,4.66
Nc(ccc(c1)Cl)c1,-1.66,1.72
C1C2=CC(=O)C=CC2(C)C3C(O)CC4(C)C(O)(C(=O)CO)CCC4C3C1,-3.21,1.4
O=C(OC(C(C(C(C(C(C(=CC(=O)C1)C2)(C1)C)C3)C2)C4)(C3)C)C4)CC,-5.37,4.77
c1ccc(Cl)c(Cl)c1c2c(Cl)c(Cl)c(Cl)c(Cl)c2,-8.42,7.62
ClCC(Cl)C,-1.6,2.25
c1c(C(C)(C)C)cc(C(C)(C)C)cc1OC(=O)NC,-4.24,4.99
O=C(OCCCCC)C,-1.89,2.34
C1C(O)CC2=CCC3C4CCC(C(=O)C)C4(C)CCC3C2(C)C1,-4.65,3.89
Cc1ccc2C(=O)C(C(=O)O)=CN(CC)c2n1,-3.37,1.64
n(c(N(Cc(cccc1)c1)CCN(C)C)ccc2)c2,-2.64,2.73
c1ccccc1CCC,-3.37,3.52
CCCCO,0,0.84
O=C(O)C(Oc(c(cc(c1)Cl)Cl)c1)C,-2.45,3.03
O=C(O)CCC(C(C(C(C(C(C(C(C1)CC(O)C2)(C2)C)C3)C1O)C4)(C3O)C)C4)C,-3.37,3.52
Oc(ccc(c1)Br)c1,-1.09,2.4
CCNC(=S)NCC,-1.46,0.6
O=C(OCC)CCC(=O)OCC,-0.96,1.39
O(CCC1)C1,0.56,0.94
Oc(c(c(cc1)C)C)c1,-1.43,2.61
ClC(Cl)=C,-1.64,2.12
COc1c(Cl)ccc(Cl)c1C(O)=O,-1.7,2.14
c1cc(Cl)c(Cl)c(Cl)c1Cl,-4.57,4.57
O=C(O)C(CC)CC,-0.81,1.98
O=C(OCCC(C)C)c(c(O)ccc1)c1,-3.16,4.49
OC(=O)c1ccccc1Nc2c(C)c(C)ccc2,-3.78,5.28
c1cc(Cl)c(C)cc1O,-1.57,2.7
O=C(Oc(cccc1C)c1)NC,-1.8,1.72
Nc(ccc(c(ccc(N)c1)c1)c2)c2,-2.7,1.92
c1ccc(Cl)c(Cl)c1c2c(Cl)ccc(Cl)c2,-6.47,6.34
O=C(N(C(C1=O)(C)C)Cl)N1Cl,-2.6,-0.94
n(c(O)ccc1)c1,1.02,1.07
n(ccc(c1)c(ccnc2)c2)c1,-1.54,1.38
CCC=CC,-2.54,2.58
CC(O)(CC)C,0.08,1.22
c(c(c(cc1)ccc2)c2cc3)(c3cc(c4ccc5)c5)c14,-8.19,6.11
c1ccccc1CNC(=O)CN2C(N(=O)=O)=NC=C2,-2.81,1.22
S=P(OCC)(OCC)Oc1ccc2C(C)=C(Cl)C(=O)Oc2c1,-5.38,4.47
CCCCCCCN,-1.85,2.31
CCOCCC,-0.66,1.54
Nc3ccc2cc1ccccc1cc2c3,-5.17,3.43
c1ccc2ccccc2c1,-3.6,3.17
CC(=O)O,1.22,0.09
Cc1cccc(c1)Oc2cccc(c2)C,-4.85,5.14
c1c(OC)c(O)c2C3(C4)CC(=O)C=CC3C(N(C)C4)Cc2c1,-1.87,1.26
c(c(c(c(c1)ccc2)c2)c(c(c3ccc4)c4)C)(c3C)c1,-7.02,6.62
O=CCCCCC,-1.3,1.8
OC(c(cccc1)c1)CN,-0.48,-0.2
c1ccc(Cl)cc1c2cc(Cl)ccc2,-5.8,5.05
O=C(O)CCCCCCCCC=C,-3.4,4.37
Oc(ccc(c1C)C)c1,-1.41,2.61
CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,-3.18,1.69
c1cnc2cnc(S)nc2n1,-2.77,-0.24
c1ccc2C=CC(=O)[nH]c2c1,-2.14,1.32
O=N(=O)c(c(OC)ccc1)c1,-1.96,1.89
ClC(Br)Cl,-1.54,1.61
c1c(OC)nc2cncnc2n1,-0.91,0.04
O=C(OC)CC,-0.14,0.86
ClC(=C(C=C(Cl)Cl)Cl)Cl,-4.23,4.22
Clc1cccc(Cl)c1C#N,-4.24,2.83
BrCCCBr,-2.08,2.5
